mass_1_source mass_2_source a_1 a_2 cos_tilt_1 cos_tilt_2 phi_1 phi_2 phi_12 eccentricity mean_anomaly redshift ra dec detection_time cos_iota psi phi_orb mass_1_detector mass_2_detector luminosity_distance
33.40265076496212 31.94771081381985 0.2352733175430075 0.03618622713435104 0.9386813375827747 0.9331310039533101 0.5022791983784723 2.948581787832212 1.6172417066807996 0.08603038638752916 0.6585454182823607 0.14742199729333716 5.321515423135434 -0.06862065908732706 1346162725.3470676 0.5081547160735544 0.8403896502345891 2.204084712505161 38.32693625562465 36.65750615094312 722.4176834896011
47.02561604614941 45.210024439635326 0.044079448668993645 0.02502079231351629 0.9693001276703616 0.9639470704000035 2.9131227366968515 3.008881390813168 2.0336864478923555 0.0897047156251856 0.8295668677662393 0.19444537239726825 3.8108040520806896 -0.5707668001553303 1355491046.5654423 0.7220991206749638 0.1319725673400136 0.7116476822066301 56.16952947045389 54.00090447788982 980.1680115148945
34.89105558279001 31.03329320552135 0.16081101208534868 0.11006929803772904 0.9683065061978867 0.9915649726231565 1.7372074725067557 2.575443758215652 0.36367545297941234 0.16368210216772433 0.8147193156178275 0.11577679128307349 4.2151727410657776 -0.11927360316318004 1146639467.8892243 0.18800528225124505 0.8260539812733718 1.7355292467452317 38.9306300426448 34.62622831580342 556.0596763598777
41.87469733742776 37.155929561052766 0.12432241291752869 0.03497646579305637 0.9417984685022637 0.9557346498215848 1.330675658109326 2.8820031445173475 1.6767842232622403 0.02731735976975362 0.4339796756648617 0.17316682854187107 6.225116076400293 0.10971922050630312 1389483593.7727337 -0.5745157119822903 0.17365567161154383 0.1699414784740716 49.12600587150086 43.59010404466543 862.007067506647
42.013484894325615 33.34630254738149 0.09391145310244028 0.06204951966691102 0.9672180672985033 0.9734111293782052 1.780163515652865 0.3547416093834487 0.3377960068151837 0.050377156093457935 0.05462441994205336 0.15495083993050127 4.235370008735857 0.3845162344648609 1223424156.402024 -0.9547642939544336 0.420254324031478 2.128199959283352 48.5235096671088 38.513340135674866 762.8510670230663
47.563885952730594 41.269642984760715 0.03503147822114253 0.010959669932328964 0.9881111119622004 0.9622145599314936 0.6417591644001122 1.317026537521349 0.5964849665636252 0.08296953697909168 0.9250639606004493 0.17739816520263907 0.9603035539539935 0.5962672666662052 1255131781.4883103 0.6241456616906667 0.3713104889509226 0.3477687986234997 56.00163205065258 48.59080192882523 885.3053753945394
49.70250698769007 49.65014905922074 0.20718004396612508 0.06962624630702018 0.9885339795531619 0.9287671089675256 0.8345834119700403 1.3098240525659095 2.4261186248328896 0.06835658962911567 0.2927275132453473 0.14731537197381875 3.854487106089768 -0.22833759923968389 1291479830.2405527 -0.237030646441708 0.4227709106185935 0.11080829405199606 57.02445029261296 56.964379236435384 721.8473849214772
23.15990069153449 19.405900412523216 0.07796177410862086 0.07272173177113811 0.9122971203925784 0.9960064035753751 2.571661339043296 1.5426377507200637 3.01054712557194 0.003971742542650823 0.2939083121221846 0.1925923731749688 5.026318292103428 0.9877495058589604 1317646818.6717007 -0.8100500644913393 0.42039782836199774 0.011392290913547824 27.620320928213715 23.14332882656817 969.7797388981804
40.870876362550206 30.945084922818175 0.25311924356371224 0.04373944719170101 0.9336591047044694 0.9864807348199187 2.882877478683412 3.0728789587246337 0.8738133489949436 0.005031952016782797 0.9305978358042529 0.19291998101689972 4.91628932944537 -0.6362441718975105 1285496346.6492507 -0.18030101154297729 0.3806499221774213 1.9344035626182947 48.755685054557446 36.91501011869461 971.6150159382933
42.57584527978352 36.29509567991125 0.06707337195127568 0.09749330248962455 0.9818229742295923 0.9960909154987537 1.6862734605957987 2.86428468165878 2.6318692635623826 0.09828541951857923 0.7849956053394477 0.1876816671395048 2.646859353816596 -0.32784448421560075 1179151009.0575793 0.3969700645873071 0.09402456949312989 1.1401454545502034 50.56655090176691 43.107019746104825 942.3396886479024
44.69600462433349 44.45407025376316 0.22464411324486924 0.07619448386105032 0.9801927422154657 0.9848352501618143 0.056319295372097615 2.8994228551366126 0.5499537471814714 0.018854015102191205 0.2670194685052161 0.132562505352219 3.5085515278687542 0.11237475370170946 1335457887.4383216 0.09045024562734838 0.5946125031421621 1.1780755365508593 50.6210189765695 50.34701317970556 643.5726400499274
47.15014700451708 28.132997717638567 0.16954219315215996 0.001761175753789422 0.9466758710641322 0.9129276952249603 0.23119043231137376 1.0043052045868899 0.22330897795587967 0.10259451394101612 0.9138088262996915 0.19959021418186904 2.174028200866601 -0.22756181333707873 1356481161.7150064 -0.8370432954346189 0.15766193417923513 1.3373733880533167 56.560854943855254 33.74806875768008 1009.1084164942894
37.04815684751177 24.987295688932775 0.2951013312996024 0.016610263001974167 0.9855573214304506 0.995688689438183 2.5367332953986472 2.417326243615443 0.47884679063070423 0.060225797017084 0.6151102307656595 0.07319145407032922 3.169619880720789 -0.9269986579020952 1272894696.514026 -0.4795161648587931 0.7829132890511357 2.0666223991021684 39.759765317806774 26.816152193691032 341.65033127927177
49.0549640764319 33.08177909881748 0.026972583796572528 0.12399799189094672 0.9984615711878287 0.946827803986978 3.0604913723997926 2.737860322516575 0.8062046465031518 0.011655273995812183 0.7928595319692838 0.19079357676134953 5.036474838187162 0.9102701754011084 1160296009.4824471 -0.12381615058728056 0.5556478278201356 0.8190042010295272 58.414336130473856 39.39357005870972 959.7131773907697
47.06568361197616 46.012064105615806 0.44669686031887273 0.044643312930545125 0.9848315986459587 0.9603513348708995 2.4947889806787 0.9175809402449037 2.342005484386789 0.2443142682866252 0.38829180840961747 0.1685202494636046 1.9665361951225 -0.2495020879954244 1348791159.6014276 -0.9863018861952706 0.23586764397292656 0.8796724697932029 54.997204355441475 53.76602862702955 836.5371251182713
45.53669503067474 25.987961798570396 0.0895061868061211 0.10070239508884296 0.9869149308776137 0.9849046919944496 1.707250198717168 0.46086921727262553 3.067343098563696 0.17216132980784524 0.6083192184632686 0.1407860479936569 1.2907917129506743 -0.8470888886614416 1225748832.0240493 -0.8180585491166034 0.315526319176366 1.312365053236059 51.94762636273583 29.64670423560125 687.0491496890774
40.54565041068423 37.86301184423721 0.38890819606978233 0.05117533243308815 0.9421375722624687 0.9697306610545507 2.9451276353996096 2.672292365997523 1.3462957125588086 0.17694556085714053 0.6944692269428112 0.16139831414377306 1.933226656400544 0.1752175961447633 1360538102.035982 -0.7307925878795252 0.3562751414519161 2.196802493971437 47.08965003283145 43.97403812430281 797.7333223372468
42.24269874463773 38.380824986738325 0.026515634566497456 0.22848716659635435 0.9936388077301795 0.9455470549873785 1.4708200107622984 2.959207297344306 2.2785751762188298 0.01970285901772167 0.011793116426344952 0.1713868467917688 0.5016993006445457 0.8012224650052104 1293351496.4900556 -0.831591533591058 0.16482549899153387 2.557270620281276 49.482541682455796 44.958793558482135 852.2359774432397
49.19057538965068 34.77826209325752 0.3618020456365884 0.057918799580766234 0.965060150890529 0.943755583772586 2.5114125010865265 0.6438086823105267 0.5239252523346668 4.671502049276708e-05 0.557621883928678 0.16243190651594538 5.711475829945812 0.5144396153566113 1374234904.794376 -0.8020069715187281 0.34119757292262465 2.8466405740267184 57.18069433280799 40.42736151037657 803.3471466495253
49.2403224809838 41.88442577568088 0.380350560902792 0.04509143166767999 0.9664186978583597 0.9853100525135728 2.9485950060601676 1.4554520657365135 1.3257603081638616 0.14797520161716224 0.18082510995006396 0.17783178597714797 1.8117756731087036 -0.8974064943855158 1294584717.9306748 -0.7061026133240818 0.7107192857685214 1.8398331759801267 57.99681696986785 49.3328080159975 887.6985550333117
45.79230632329971 43.440672433256175 0.09320481894699385 0.029931546767231015 0.9360717014169565 0.9995602454410177 0.5172490902766567 2.851233350600819 0.25740559383409733 0.013361819281699308 0.4100257689646269 0.15779847855634346 4.754463509060963 -0.5679173473946788 1322730132.4348063 -0.21305095199432156 0.5525564810784664 2.699766422469528 53.018262590702435 50.295544450688496 778.2283818312702
45.433997393941446 38.94326640398605 0.2618198245193119 0.003263366436897148 0.8716260202237361 0.9825175523162128 1.7514127171001779 0.7479528838460348 1.8952931151568144 0.09448074175814336 0.6103624702330983 0.05828468260569308 1.4743263839496783 -0.852598897529664 1202994700.4819486 -0.9085877750127592 0.15609447022514367 0.38565982932139753 48.08210351155521 41.21306232597133 269.2531056973439
32.032166354931306 24.488588936985398 0.04922270030922567 0.20082395032516495 0.9533208798475687 0.9974549549665896 2.14966684145684 2.900275818076849 1.8559979516507856 0.09797053709726312 0.5455740507895213 0.12738447199521818 6.126098851143173 0.37385780053135287 1423366286.9652166 0.7392032087525581 0.5592233804896509 0.780855581942543 36.11256695291722 27.608054908631225 616.3996719839048
35.56326097995196 28.41223619682428 0.1413470843803305 0.013791571471816052 0.9960512416896019 0.9552738853233168 2.0215192183681445 1.9759777046309428 2.738078573100906 0.1021279561606262 0.595883884339278 0.18686104786918037 4.050435886577229 -0.8889491678892644 1204068905.521111 -0.5536880461866849 0.11169850038553684 0.9117883704380243 42.20864919231092 33.72137642486952 937.7670601329162
47.41332884065376 44.68343918072492 0.15092637496713973 0.06632494069897087 0.9770682345424678 0.9265137179169347 1.9091303661520012 1.2558975164317678 0.1564321015175026 0.04900192825271004 0.588192775821049 0.1448807928900412 1.3549506180991484 -0.0918797399790332 1202136046.162903 -0.7138956575743634 0.20367551105525597 0.47290054214958294 54.282609516643944 51.15721127828228 708.8435105579996
49.17415424471916 37.23473398425255 0.023961044969989735 0.00603876941330136 0.922470479611384 0.977928576102474 1.4173824670418855 1.9539613911120952 2.776912238219063 0.12350782481248386 0.2934279751381608 0.1473124348212796 1.677709352105199 -0.6387623439469072 1331013872.183922 -0.967276159702255 0.840105870128199 1.2003840680560935 56.4181186367859 42.71987330739544 721.8316761251162
49.80526924298833 45.37095677446813 0.14782994246293943 0.04443150457852627 0.9779478269968244 0.9588094781488128 1.236953523322285 1.1605067996172287 1.2370483131396763 0.03299600609887184 0.5160498820410425 0.16469059733011726 2.549855345789068 0.2931260563133029 1293049371.9832563 0.3987281984567384 0.9077960419767757 1.8597461425117952 58.00772878480339 52.84312674709421 815.6358780987525
47.88496141714173 38.13435790484753 0.5624139127327346 0.09543337424411656 0.988418120326304 0.9889834523074845 0.43687548929177494 1.5851634636590424 2.6090199074512044 0.03906454629768035 0.10248223267987044 0.1847670934615152 1.4947864701309843 -0.14456047643906844 1329724010.8744206 -0.4026417196700156 0.9311021014659849 2.887603803427355 56.73252655870381 45.18033237594737 926.1158945645127
41.10158834487029 40.53337598989332 0.013108025442459688 0.012580438560642985 0.9591568090871898 0.9614401823951323 2.6339333771415845 1.276242073691739 2.6578789414669095 0.017544498848879864 0.18712241830331688 0.1550832031681786 2.806959695469884 -0.413870692383441 1188268030.573275 0.426051071068748 0.12389695817087933 3.057439713562767 47.475754320692644 46.81942177362612 763.5648109411451
